2299000,2300000,1,79
2300000,2301000,1,224
2322000,2323000,1,22
2343000,2344000,1,128
2414000,2415000,1,121
2452000,2453000,1,154
2487000,2488000,1,46
2537000,2538000,1,272
2563000,2564000,1,477
2579000,2580000,1,80
2588000,2589000,1,93
2619000,2620000,1,20
2622000,2623000,1,482
2644000,2645000,1,348
2646000,2647000,1,138
2668000,2669000,1,108
2670000,2671000,1,262
2702000,2703000,1,403
2723000,2724000,1,214
2767000,2768000,1,40
2799000,2800000,1,319
2841000,2842000,1,3
2843000,2844000,1,162
2882000,2883000,1,289
2893000,2894000,1,287
2916000,2917000,1,450
2927000,2928000,1,68
2982000,2983000,1,245
2985000,2986000,1,90
3013000,3014000,1,453
3118000,3119000,1,47
3147000,3148000,3,235
3157000,3158000,1,425
3177000,3178000,1,244
3236000,3237000,1,15
3263000,3264000,1,141
3283000,3284000,1,190
3333000,3334000,1,483
3377000,3378000,1,430
3426000,3427000,1,461
3458000,3459000,1,19
3470000,3471000,1,42
3492000,3493000,1,451
3504000,3505000,2,122
3505000,3506000,1,495
3562000,3563000,2,449
3618000,3619000,1,294
3627000,3628000,1,209
3630000,3631000,1,44
3640000,3641000,1,50
3661000,3662000,1,237
3713000,3714000,1,330
3718000,3719000,1,88
3721000,3722000,1,398
3750000,3751000,1,131
3770000,3771000,1,352
3780000,3781000,1,9
3819000,3820000,1,170
3840000,3841000,1,471
3850000,3851000,1,435
3880000,3881000,1,447
3883000,3884000,1,230
3895000,3896000,1,510
4007000,4008000,1,48
4029000,4030000,1,489
4037000,4038000,1,158
4050000,4051000,1,119
4057000,4058000,1,314
4077000,4078000,1,246
4092000,4093000,1,517
4102000,4103000,1,347
4121000,4122000,1,276
4157000,4158000,1,428
4168000,4169000,1,390
4178000,4179000,1,342
4179000,4180000,1,194
4184000,4185000,1,189
4215000,4216000,1,60
4249000,4250000,1,202
4270000,4271000,1,133
4272000,4273000,1,463
4278000,4279000,1,387
4289000,4290000,1,334
4291000,4292000,1,384
4330000,4331000,1,107
4410000,4411000,1,32
4412000,4413000,1,379
4418000,4419000,1,414
4448000,4449000,2,364
4453000,4454000,1,316
4461000,4462000,1,98
4476000,4477000,1,168
4525000,4526000,1,222
4594000,4595000,2,413
4608000,4609000,1,329
4611000,4612000,1,86
4617000,4618000,1,77
4620000,4621000,1,140
4649000,4650000,1,419
4673000,4674000,1,315
4706000,4707000,1,468
4756000,4757000,1,488
4765000,4766000,1,233
4774000,4775000,1,164
4777000,4778000,1,290
4797000,4798000,1,491
4824000,4825000,1,515
4830000,4831000,1,105
4866000,4867000,1,474
4907000,4908000,1,238
4920000,4921000,1,295
4979000,4980000,1,24
5000000,5001000,1,374
5009000,5010000,1,401
5011000,5012000,1,268
5023000,5024000,1,318
5025000,5026000,1,207
5040000,5041000,1,420
5070000,5071000,1,417
5077000,5078000,1,286
5090000,5091000,1,92
5108000,5109000,1,205
5120000,5121000,1,43
5122000,5123000,1,113
5143000,5144000,1,34
5170000,5171000,1,355
5202000,5203000,1,212
5205000,5206000,1,187
5268000,5269000,1,485
5278000,5279000,1,193
5286000,5287000,1,217
5290000,5291000,1,14
5301000,5302000,1,362
5323000,5324000,1,476
5358000,5359000,1,359
5373000,5374000,1,195
5374000,5375000,1,65
5390000,5391000,1,303
5425000,5426000,1,300
5482000,5483000,1,23
5484000,5485000,1,415
5494000,5495000,1,260
5499000,5500000,1,404
5539000,5540000,1,63
5547000,5548000,1,381
5550000,5551000,1,280
5582000,5583000,1,179
5614000,5615000,1,75
5622000,5623000,1,156
5640000,5641000,1,134
5653000,5654000,1,349
5666000,5667000,1,62
5677000,5678000,1,126
5726000,5727000,1,146
5737000,5738000,1,411
5739000,5740000,1,301
5777000,5778000,1,341
5795000,5796000,1,397
5807000,5808000,1,55
5811000,5812000,1,385
5843000,5844000,1,110
5864000,5865000,1,208
5866000,5867000,1,438
5877000,5878000,1,76
5890000,5891000,1,261
5902000,5903000,1,325
5912000,5913000,1,38
5922000,5923000,1,64
5936000,5937000,1,231
5962000,5963000,1,356
5981000,5982000,1,400
6003000,6004000,1,507
6017000,6018000,1,445
6019000,6020000,1,56
6064000,6065000,1,466
6082000,6083000,1,16
6093000,6094000,1,460
6096000,6097000,1,36
6103000,6104000,1,78
6119000,6120000,1,308
6132000,6133000,1,57
6136000,6137000,1,424
6163000,6164000,1,259
6180000,6181000,1,320
6187000,6188000,1,436
6206000,6207000,1,503
6217000,6218000,1,472
6240000,6241000,1,337
6247000,6248000,1,332
6255000,6256000,1,331
6266000,6267000,1,129
6318000,6319000,1,512
6355000,6356000,1,118
6388000,6389000,2,518
6390000,6391000,1,59
6424000,6425000,1,496
6427000,6428000,1,307
6461000,6462000,1,250
6515000,6516000,1,499
6530000,6531000,1,361
6532000,6533000,1,157
6565000,6566000,1,61
6590000,6591000,1,432
6613000,6614000,1,440
6642000,6643000,1,241
6752000,6753000,1,74
6758000,6759000,1,493
6761000,6762000,1,358
6763000,6764000,1,213
6805000,6806000,1,186
6834000,6835000,1,257
6845000,6846000,1,6
6882000,6883000,1,452
6903000,6904000,1,204
6912000,6913000,1,172
6958000,6959000,1,277
6959000,6960000,1,253
6975000,6976000,1,85
6983000,6984000,1,112
6986000,6987000,1,377
6990000,6991000,1,284
7010000,7011000,1,28
7035000,7036000,1,150
7096000,7097000,1,197
7113000,7114000,1,478
7134000,7135000,1,498
7138000,7139000,1,115
7146000,7147000,1,30
7186000,7187000,1,372
7204000,7205000,1,345
7215000,7216000,1,178
7237000,7238000,1,219
7241000,7242000,1,243
7253000,7254000,1,278
7313000,7314000,1,106
7347000,7348000,1,13
7365000,7366000,1,394
7396000,7397000,1,376
7399000,7400000,1,228
7401000,7402000,1,429
7403000,7404000,1,266
7430000,7431000,1,473
7450000,7451000,1,142
7490000,7491000,1,442
7514000,7515000,1,203
7548000,7549000,1,340
7582000,7583000,1,188
7584000,7585000,1,183
7618000,7619000,1,109
7622000,7623000,1,175
7624000,7625000,1,305
7675000,7676000,1,368
7685000,7686000,1,111
7691000,7692000,1,37
7692000,7693000,1,181
7706000,7707000,1,467
7737000,7738000,1,464
7742000,7743000,1,317
7795000,7796000,1,153
7797000,7798000,1,304
7808000,7809000,1,104
7813000,7814000,1,220
7824000,7825000,1,402
7828000,7829000,1,494
7857000,7858000,1,338
7872000,7873000,1,173
7902000,7903000,1,492
7905000,7906000,1,1
7923000,7924000,1,132
7942000,7943000,1,370
7966000,7967000,1,458
7970000,7971000,1,431
7997000,7998000,2,279
8027000,8028000,1,462
8049000,8050000,1,516
8084000,8085000,1,97
8098000,8099000,1,196
8115000,8116000,1,39
8125000,8126000,1,234
8130000,8131000,1,393
8145000,8146000,1,184
8149000,8150000,1,457
8173000,8174000,1,399
8181000,8182000,1,211
8250000,8251000,1,448
8268000,8269000,1,416
8300000,8301000,1,87
8306000,8307000,1,135
8328000,8329000,1,275
8397000,8398000,1,437
8434000,8435000,1,52
8446000,8447000,1,49
8457000,8458000,1,479
8476000,8477000,1,383
8488000,8489000,1,201
8539000,8540000,1,152
8568000,8569000,1,264
8572000,8573000,1,486
8581000,8582000,1,351
8582000,8583000,1,239
8585000,8586000,1,267
8599000,8600000,1,114
8613000,8614000,1,161
8622000,8623000,1,367
8623000,8624000,1,506
8631000,8632000,1,380
8654000,8655000,1,191
8678000,8679000,1,84
8679000,8680000,1,302
8691000,8692000,1,454
8729000,8730000,1,252
8753000,8754000,1,505
8764000,8765000,1,151
8765000,8766000,1,487
8770000,8771000,1,336
8795000,8796000,1,335
8801000,8802000,1,70
8809000,8810000,1,117
8829000,8830000,1,360
8838000,8839000,1,165
8845000,8846000,1,96
8868000,8869000,1,311
8888000,8889000,1,31
8899000,8900000,1,240
8950000,8951000,1,324
8955000,8956000,1,313
9004000,9005000,1,274
9006000,9007000,1,216
9008000,9009000,1,116
9016000,9017000,1,456
9024000,9025000,1,421
9027000,9028000,1,177
9036000,9037000,1,11
9043000,9044000,1,139
9089000,9090000,1,386
9098000,9099000,1,249
9105000,9106000,1,520
9119000,9120000,1,434
9181000,9182000,1,247
9202000,9203000,1,127
9218000,9219000,1,145
9231000,9232000,1,174
9252000,9253000,1,418
9262000,9263000,2,480
9288000,9289000,1,159
9303000,9304000,1,509
9356000,9357000,1,282
9367000,9368000,1,136
9383000,9384000,1,350
9404000,9405000,2,391
9416000,9417000,1,215
9423000,9424000,1,12
9445000,9446000,1,72
9455000,9456000,1,101
9474000,9475000,1,293
9478000,9479000,1,26
9502000,9503000,1,427
9508000,9509000,1,323
9536000,9537000,1,444
9548000,9549000,1,339
9558000,9559000,2,353
9570000,9571000,1,346
9618000,9619000,1,344
9643000,9644000,1,192
9650000,9651000,1,265
9652000,9653000,1,306
9675000,9676000,1,4
9699000,9700000,1,490
9738000,9739000,1,292
9757000,9758000,1,73
9770000,9771000,2,226
9816000,9817000,1,283
9830000,9831000,1,200
9853000,9854000,1,409
9854000,9855000,1,225
9857000,9858000,1,363
9859000,9860000,1,375
9869000,9870000,1,273
9902000,9903000,1,69
9906000,9907000,1,99
9924000,9925000,1,94
9925000,9926000,1,137
10004000,10005000,1,433
10034000,10035000,1,412
10037000,10038000,1,166
10040000,10041000,1,256
10053000,10054000,1,218
10112000,10113000,1,441
10122000,10123000,1,321
10141000,10142000,1,408
10189000,10190000,1,500
10196000,10197000,1,343
10216000,10217000,1,310
10230000,10231000,1,497
10237000,10238000,1,198
10254000,10255000,1,407
10256000,10257000,1,236
10274000,10275000,1,2
