0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	21	13	20	25	25	15	18	13	20	20	19	19	16	23	21	17	16	18	18	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	12	15	19	16	13	11	12	18	18	10	15	14	17	16	11	16	19	12	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	18	18	18	14	14	15	14	9	11	12	22	14	17	13	14	21	15	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	16	15	10	9	8	14	11	14	21	16	18	11	16	19	10	13	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	11	23	20	12	25	20	21	19	22	20	16	20	18	17	19	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	13	18	12	21	12	15	13	12	21	20	16	18	19	16	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	14	18	14	22	20	8	17	24	18	10	12	16	16	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	10	14	22	19	20	26	20	20	11	15	21	17	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	16	17	13	10	19	17	15	17	9	14	16	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	24	20	19	22	16	25	16	26	12	18	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	22	19	22	18	23	20	13	20	18	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	19	23	18	18	11	12	17	15	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	15	22	13	9	20	15	12	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	22	21	15	12	19	19	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	19	14	12	19	14	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	15	18	20	29	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	19	8	18	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	24	20	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	18	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
